,Region,Section,Alignment
45,Quartile 3,1,0.8026633952488015
46,Quartile 3,10,0.7718755723915403
47,Quartile 3,11,0.8590027428092458
48,Quartile 3,12,0.7816330501496636
49,Quartile 3,13,0.8299351649757447
50,Quartile 3,2,0.6252807795143559
51,Quartile 3,3,0.5957094103472881
52,Quartile 3,4,0.8658997198533331
53,Quartile 3,5,0.8079565998563109
54,Quartile 3,6,0.8283359461130959
55,Quartile 3,7,0.7260677048330241
56,Quartile 3,8,0.6342597347278363
57,Quartile 3,9,0.8232931940680679
58,Quartile 3,AllQuestions,0.7483281854196059
59,Quartile 3,SectionsAvg,0.7655317703760237
