,Region,Section,Alignment
30,Quartile 2,1,0.7808697896191538
31,Quartile 2,10,0.7498007466754252
32,Quartile 2,11,0.867137185965518
33,Quartile 2,12,0.7766551499487432
34,Quartile 2,13,0.8431667741195001
35,Quartile 2,2,0.6459333331118052
36,Quartile 2,3,0.5836498410352009
37,Quartile 2,4,0.8490556021210282
38,Quartile 2,5,0.8167323818361802
39,Quartile 2,6,0.8187399422255824
40,Quartile 2,7,0.7285584078906786
41,Quartile 2,8,0.6157429823590431
42,Quartile 2,9,0.8194523445254063
43,Quartile 2,AllQuestions,0.7420079788091744
44,Quartile 2,SectionsAvg,0.7611918831871742
