,Region,Section,Alignment
60,Quartile 4,1,0.7899144514005557
61,Quartile 4,10,0.7289496953158261
62,Quartile 4,11,0.8032665697960252
63,Quartile 4,12,0.7655232196817563
64,Quartile 4,13,0.7753041765828876
65,Quartile 4,2,0.5841918963552252
66,Quartile 4,3,0.6077175030618781
67,Quartile 4,4,0.8607098106127765
68,Quartile 4,5,0.7724153102778298
69,Quartile 4,6,0.8300306449215378
70,Quartile 4,7,0.7004172109199925
71,Quartile 4,8,0.6736687800963532
72,Quartile 4,9,0.8338987285772949
73,Quartile 4,AllQuestions,0.7304120217448922
74,Quartile 4,SectionsAvg,0.7481544613538414
