,Region,Section,Alignment
30,Quartile 2,1,0.7041813659256542
31,Quartile 2,10,0.674824032731682
32,Quartile 2,11,0.6244668254206474
33,Quartile 2,12,0.7742072899686469
34,Quartile 2,13,0.7953975099689261
35,Quartile 2,2,0.782637365955517
36,Quartile 2,3,0.6877898905314961
37,Quartile 2,4,0.766955975163626
38,Quartile 2,5,0.8149946507537433
39,Quartile 2,6,0.8342598413413429
40,Quartile 2,7,0.7548732372375012
41,Quartile 2,8,0.6563919365732486
42,Quartile 2,9,0.7960133080150787
43,Quartile 2,AllQuestions,0.7296357797637923
44,Quartile 2,SectionsAvg,0.7436148638143931
