,Region,Section,Alignment
45,Russia,1,0.7919078691444824
46,Russia,2,0.7234041936140032
47,Russia,3,0.7509593373270812
48,Russia,4,0.854785818093407
49,Russia,5,0.867537642454573
50,Russia,6,0.8655429485907028
51,Russia,7,0.7840294012053529
52,Russia,8,0.8100150456000069
53,Russia,Overall,0.7948026614820132
