,Region,Section,Alignment
30,Quartile 2,1,0.6406080899478093
31,Quartile 2,10,0.49601319777545316
32,Quartile 2,11,0.7662356362961587
33,Quartile 2,12,0.6912017574196349
34,Quartile 2,13,0.7281494678069408
35,Quartile 2,2,0.720432538780931
36,Quartile 2,3,0.6507296730812344
37,Quartile 2,4,0.7576632873060759
38,Quartile 2,5,0.7815224477094935
39,Quartile 2,6,0.6079053481367753
40,Quartile 2,7,0.708317515599646
41,Quartile 2,8,0.2744603933341031
42,Quartile 2,9,0.7291005106453072
43,Quartile 2,AllQuestions,0.6708512847027791
44,Quartile 2,SectionsAvg,0.6578722972184279
