,Region,Section,Alignment
60,Quartile 4,1,0.7193259125212385
61,Quartile 4,10,0.64731029463207
62,Quartile 4,11,0.7008313142879137
63,Quartile 4,12,0.6876130209995784
64,Quartile 4,13,0.7061118642142273
65,Quartile 4,2,0.7054266700104712
66,Quartile 4,3,0.5399772701638631
67,Quartile 4,4,0.7235912244547157
68,Quartile 4,5,0.6539713282959684
69,Quartile 4,6,0.7265032430334049
70,Quartile 4,7,0.7526182623438199
71,Quartile 4,8,0.3171099222316049
72,Quartile 4,9,0.7185481040606896
73,Quartile 4,AllQuestions,0.6621746851312758
74,Quartile 4,SectionsAvg,0.6614568024038128
