,Region,Section,Alignment
0,Africa,1,0.780823049404732
1,Africa,2,0.6850603679475366
2,Africa,3,0.6183707964876183
3,Africa,4,0.85329568418015
4,Africa,5,0.8356505133775414
5,Africa,6,0.8432035411717164
6,Africa,7,0.7366091755008246
7,Africa,8,0.8110515626606402
8,Africa,Overall,0.7583487189208602
