,Region,Section,Alignment
54,South America,1,0.8219069720845829
55,South America,2,0.6972678729085772
56,South America,3,0.596407702958074
57,South America,4,0.8844209604129927
58,South America,5,0.8077693083529887
59,South America,6,0.8376231486785287
60,South America,7,0.7602844977414881
61,South America,8,0.8202680556143975
62,South America,Overall,0.7664095071156273
